run,dataset,scenario_id,correct_diagnosis,final_diagnosis,is_correct,primary_error,secondary_flags,total_turns,n_tests,turn_at_diagnosis
voyager/medqa_ext,MedQA_Ext,41,Genitopelvic pain disorder,"This pattern of lifelong pain with penetration, involuntary muscle tightening, and anxiety around vaginal exams strongly supports a diagnosis of vaginismus. Have you ever received counseling or therapy for anxiety, body image concerns, or sexual health? Also, would you be open to working with a pelvic floor physical therapist to help retrain your pelvic muscles? DIAGNOSIS READY: Vaginismus",True,correct,,15,3,14
voyager/medqa_ext,MedQA_Ext,42,Active chronic hepatitis B infection,"You have not been vaccinated against hepatitis B, and this appears to be a newly diagnosed chronic infection in the immune-active phase. Given your elevated transaminases, HBeAg positivity, and no signs of decompensation, we are likely seeing significant immune-mediated liver inflammation. Have you noticed any easy bruising or bleeding, such as nosebleeds or gum bleeding, which could suggest impaired liver synthetic function? REQUEST TEST: Serum Albumin and INR (if not already ordered) DIAGNOSIS READY: Chronic Hepatitis B, HBeAg-positive, immune-active phase",True,correct,,19,7,18
voyager/medqa_ext,MedQA_Ext,43,Acute Mesenteric Ischemia,"The pain has shifted to the lower right abdomen, accompanied by fever, nausea, and bloody diarrhea, but ultrasound and CBC are normal. Are you experiencing rebound tenderness or worsening pain with coughing or movement? Have you noticed any swelling or distension in your abdomen? REQUEST TEST: CT Abdomen with Contrast DIAGNOSIS READY: Acute Appendicitis with atypical presentation (catarrhal or early appendicitis with gastrointestinal symptoms)",False,incorrect_other,,7,2,6
voyager/medqa_ext,MedQA_Ext,44,Asthma,"The bronchodilator test shows significant improvement in your lung function, confirming reversible airway obstruction—this strongly suggests asthma, despite your smoking history. Given your nighttime symptoms, triggers like exertion and possibly cold air, and partial response to a rescue inhaler, have you noticed any pattern of symptoms worsening during specific seasons or after exposure to allergens like dust, pets, or pollen? DIAGNOSIS READY: Asthma with reversible obstructive lung disease, likely exacerbated by smoking",True,correct,,15,3,14
voyager/medqa_ext,MedQA_Ext,45,Roseola infantum,"The fever likely broke before the rash appeared, which is a key clue. Since tests are limited, I need to know: Was there any irritability or lethargy after the seizure? And importantly, is this a child under 5 years old—typically the age group for certain viral exanthems? DIAGNOSIS READY: Roseola (Human Herpesvirus 6 or 7)",True,correct,,11,4,10
voyager/medqa_ext,MedQA_Ext,46,Eczematous dermatitis,"The dry, cracking hands worsened by water and sanitizer exposure are consistent with atopic dermatitis, especially in a hand-forearm pattern. Given your history of childhood allergies, family history of atopic disease, chronic spongiotic rash with lichenification, and response to mild steroids, the diagnosis is clear. DIAGNOSIS READY: Atopic Dermatitis",True,correct,,21,2,20
voyager/medqa_ext,MedQA_Ext,47,Osteoarthritis,"The MRI confirms advanced osteoarthritis with significant cartilage loss and bone marrow changes, particularly in weight-bearing joints. Given your family history of arthritis, involvement of the hips, knees, and great toe, and the absence of inflammatory markers or features of autoimmune arthritis, this appears to be primary osteoarthritis. DIAGNOSIS READY: Primary Osteoarthritis",True,correct,,21,7,20
voyager/medqa_ext,MedQA_Ext,48,Hemophilia,"The absence of high molecular weight multimers confirms a type 2A or 2B von Willebrand Disease. Given your prolonged bleeding, low Factor VIII, and family history, this is likely inherited. Have you or any family members ever been treated with desmopressin or required clotting factor concentrates for bleeding episodes? DIAGNOSIS READY: Type 2A von Willebrand Disease",False,anchor_bias,late_correct_mention,15,5,14
voyager/medqa_ext,MedQA_Ext,49,Steven-Johnson syndrome,"The chest X-ray is normal, which is good. Since the biopsy suggests a severe drug reaction, I need to know—have you started any new medications, antibiotics, or antiseizure drugs in the last two weeks? Even occasional use of pain relievers like ibuprofen or acetaminophen? DIAGNOSIS READY: Toxic Epidermal Necrolysis (TEN) likely triggered by a recent medication",False,anchor_bias,,11,4,10
voyager/medqa_ext,MedQA_Ext,50,Aromatase deficiency,"Thank you for the hormone results. Given your delayed menarche, elevated LH and FSH, low estradiol, and history of fractures despite normal bone density, I suspect a genetic condition affecting development. Do you have widely spaced nipples or a shield-like chest appearance? REQUEST TEST: Pelvic Ultrasound DIAGNOSIS READY: Turner Syndrome (45,X) with mosaic presentation possibly explaining normal karyotype in initial test—repeat karyotype with more tissue samples may be needed.",False,anchor_bias,,17,5,16
voyager/medqa_ext,MedQA_Ext,51,Atrial Septal Defect,"The abdominal ultrasound is normal, which rules out significant fluid buildup in the abdomen. Given your enlarged heart, leg swelling, and worsening symptoms with activity—along with the atrial septal defect—this appears to be chronic volume overload leading to right-sided heart failure. DIAGNOSIS READY: Congenital atrial septal defect with right heart failure and peripheral edema",True,correct,,19,7,18
voyager/medqa_ext,MedQA_Ext,52,Pancreatic adenocarcinoma,"The ERCP confirms a type I choledochal cyst causing obstructive cholangiopathy, which explains your jaundice, dark urine, pale stools, and itching. Since there's no evidence of malignancy or stones, and your symptoms are improving with drainage, surgical removal will likely be recommended to prevent future complications. DIAGNOSIS READY: Type I Choledochal Cyst",False,over_testing,,15,7,14
voyager/medqa_ext,MedQA_Ext,53,Benign Paroxysmal Positional Vertigo (BPPV),"The MRI shows no central abnormalities, which rules out serious neurological causes of vertigo. Given your brief, positional vertigo episodes, positive Dix-Hallpike, excellent response to the Epley maneuver, and absence of neurological, auditory, or vascular red flags, the diagnosis is clear. DIAGNOSIS READY: Benign Paroxysmal Positional Vertigo (BPPV), right-sided",True,correct,,23,4,22
voyager/medqa_ext,MedQA_Ext,54,Schizotypal personality disorder,"Thank you for sharing that. Based on the evaluation, your experiences—such as hearing voices in the clouds and believing pigeons are spying on you—are part of a pattern consistent with schizophrenia spectrum disorder. I understand these beliefs feel very real to you, but they are symptoms that can be managed. DIAGNOSIS READY: Schizophrenia Spectrum Disorder, likely paranoid type",False,incorrect_other,,13,3,12
voyager/medqa_ext,MedQA_Ext,55,Bowen's Disease,"You are immunocompetent, which means your immune system is functioning normally, yet you have developed multiple HPV-16–related squamous cell carcinomas. Have you ever noticed genital warts or skin growths on your hands, and do you recall any history of recurrent or persistent warts in the past, even if they resolved? DIAGNOSIS READY: Multifocal cutaneous and anogenital squamous cell carcinoma secondary to persistent high-risk HPV-16 infection, with lesions on the penis and finger, and associated low-grade anal intraepithelial neoplasia.",False,over_testing,,17,6,16
voyager/medqa_ext,MedQA_Ext,56,Oppositional Defiant Disorder,"That’s really helpful to hear—when things feel predictable and you have some control, it’s easier to stay calm and cooperate. It seems like your reactions aren’t about refusing all rules, but more about needing fairness, respect, and a say in how things happen. DIAGNOSIS READY: Oppositional Defiant Disorder (ODD), mild severity, situational variant with preserved emotional insight and intact social functioning",True,correct,,25,3,24
voyager/medqa_ext,MedQA_Ext,57,Pancreatic adenocarcinoma,"Given the persistent symptoms of pruritus, cholestatic liver findings, and absence of other autoimmune conditions, the clinical picture strongly points to primary biliary cholangitis. I am proceeding with diagnosis despite repeated AMA test unavailability. DIAGNOSIS READY: Primary Biliary Cholangitis (PBC)",False,anchor_bias,test_repetition,15,6,14
voyager/medqa_ext,MedQA_Ext,58,Lisdexamfetamine intoxication,"Alex, thank you for your honesty. Based on the evaluation, it appears you're experiencing stimulant-induced psychosis and severe withdrawal from stopping Adderall abruptly. We’re going to start supportive treatment right away, including a low-dose medication to help calm your thoughts and restore sleep, along with close monitoring. Your symptoms are treatable, and with proper care, you should begin to feel more like yourself soon. DIAGNOSIS READY: Stimulant-Induced Psychotic Disorder with Withdrawal, due to amphetamine-type stimulant (Adderall) discontinuation.",False,anchor_bias,,21,6,20
voyager/medqa_ext,MedQA_Ext,59,Pelvic inflammatory disease,"Given the persistent lower abdominal pain, nausea, vomiting, dysuria, and the high suspicion of pregnancy despite unavailable tests, I suspect an ectopic pregnancy, especially with a missed or irregular period and risk of rupture causing referred shoulder pain or fainting. DIAGNOSIS READY: Ectopic Pregnancy",False,anchor_bias,test_repetition,39,17,38
voyager/medqa_ext,MedQA_Ext,60,Glossopharyngeal Neuralgia,"This well-localized trigger point in the scar that causes shooting pain with touch strongly suggests a traumatic neuroma or nerve entrapment involving a cutaneous nerve, likely the lesser occipital or auricular branch of the vagus nerve, injured during tympanoplasty. Given the persistent neuropathic symptoms—dysesthesia, allodynia, and radiation—unresponsive to mechanical pressure from earrings or clothing, and with normal imaging and exam otherwise, the clinical picture is consistent with a postsurgical neuroma. DIAGNOSIS READY: Traumatic neuroma of the auricular branch of the vagus nerve (or lesser occipital nerve) following tympanoplasty",False,anchor_bias,,19,4,18
voyager/medqa_ext,MedQA_Ext,61,Double aortic arch,"The swallowing study confirms compression of both the esophagus and trachea by a vascular ring. Have you noticed the infant arching their back or becoming irritable during feeds, possibly due to discomfort? Is there any history of recurrent pneumonia or bronchitis, which might suggest chronic airway irritation? DIAGNOSIS READY: Double aortic arch causing symptomatic vascular ring with tracheoesophageal compression",True,correct,,11,3,10
voyager/medqa_ext,MedQA_Ext,62,Molluscum contagiosum,"The lesions are firm, pearly with central dimpling, and given the spread in a daycare setting, this is highly suggestive of molluscum contagiosum. Since the clinical appearance is classic and other symptoms are absent, further testing may not be needed. DIAGNOSIS READY: Molluscum contagiosum",True,correct,,9,3,8
voyager/medqa_ext,MedQA_Ext,63,Schizoaffective disorder,"Thank you for your patience. Based on what you've shared and the evaluation, it seems the voices, emotional numbness, and declining function have been steadily affecting you for several months without clear episodes of mania or substance use. Given the persistent auditory hallucinations, impaired concentration, social withdrawal, and lack of mood elevation, I’m considering a primary psychotic disorder with depressive features. DIAGNOSIS READY: Schizoaffective Disorder, Depressive Type",True,correct,,21,2,20
voyager/medqa_ext,MedQA_Ext,64,Bed bug bite,"Have the areas where the rash is present—like your thigh and forearm—been in direct contact with synthetic fabrics or upholstered furniture since returning home? And have you noticed any improvement since avoiding those materials and leaving the hotel environment? DIAGNOSIS READY: Allergic Contact Dermatitis likely triggered by environmental allergens (e.g., carpet fibers, upholstery, or cleaning agents) encountered during hotel stay.",False,incorrect_other,,21,5,20
voyager/medqa_ext,MedQA_Ext,65,Membranous nephropathy,"The elevated ASO titer suggests a recent streptococcal infection, which can trigger a type of kidney inflammation. Have you had a sore throat, skin sores, or any signs of infection in the past few weeks before the swelling and fatigue began? Given your presentation of nephrotic syndrome following a possible streptococcal infection, with low albumin, high cholesterol, and heavy proteinuria, the picture is concerning for post-streptococcal glomerulonephritis. However, nephrotic-range proteinuria is less typical. DIAGNOSIS READY: Minimal Change Disease, possibly triggered by recent infection, with features overlapping with post-infectious glomerulonephritis – renal biopsy recommended for definitive diagnosis.",False,anchor_bias,,15,4,14
voyager/medqa_ext,MedQA_Ext,66,Impaired erythropoietin production,"The mother had iron deficiency anemia during pregnancy, and the infant was likely born with depleted iron stores. Given that the infant was exclusively breastfed without adequate iron supplementation and has developed iron deficiency anemia with no other source of loss or malabsorption, the apnea episodes may be related to severe anemia causing poor oxygen delivery. DIAGNOSIS READY: Iron Deficiency Anemia with Secondary Apnea due to Hypoxia from Severe Anemia",False,anchor_bias,,19,9,18
voyager/medqa_ext,MedQA_Ext,67,Acute lymphoblastic leukemia,"Thank you for your cooperation. Based on the bone marrow results showing B-cell precursor blasts, this confirms a serious hematologic condition. I need to know if you’ve had any recent rashes, bone tenderness, or difficulty breathing. DIAGNOSIS READY: B-cell precursor Acute Lymphoblastic Leukemia (B-ALL)",True,correct,,11,3,10
voyager/nejm_ext,NEJM_Ext,,Exogenous ochronosis,"The biopsy and dermoscopy findings confirm the presence of ochronotic material in the dermis, which is characteristic of exogenous ochronosis. This is likely due to prolonged use of hydroquinone in your skin-lightening cream. DIAGNOSIS READY: Exogenous Ochronosis",True,correct,,11,2,10
voyager/nejm_ext,NEJM_Ext,1,Paracoccidiomycosis,"You’ve had no eye symptoms or skin lesions at a scratch site, and your chest X-ray is normal, which rules out systemic spread. Given the positive Bartonella henselae serology, marked reactive eosinophilia, and characteristic cervical lymphadenopathy, cat scratch disease is highly likely. DIAGNOSIS READY: Cat Scratch Disease (Bartonella henselae infection)",False,over_testing,,15,6,14
voyager/nejm_ext,NEJM_Ext,2,Pulmonary Sarcoidosis,"Your ACE level is elevated, which, along with the ""crazy paving"" pattern and lymphadenopathy, strongly suggests sarcoidosis. Have you noticed any skin lesions, red eyes, or joint pain—especially in your ankles or knees? DIAGNOSIS READY: Sarcoidosis",True,correct,,11,4,10
voyager/nejm_ext,NEJM_Ext,3,Necrobiosis lipoidica,"The biopsy confirms granulomatous inflammation with necrobiosis—this strongly suggests granuloma annulare. Have you noticed any similar spots on other parts of your body, such as your hands or arms? DIAGNOSIS READY: Granuloma Annulare",False,anchor_bias,,5,1,4
voyager/nejm_ext,NEJM_Ext,4,Intravascular lymphoma,"The biopsy findings and extremely high LDH strongly suggest intravascular large B-cell lymphoma. Have you had any neurological symptoms such as confusion, seizures, or weakness, or any signs of organ involvement like abdominal pain or shortness of breath? REQUEST TEST: MRI of the Brain and Spine DIAGNOSIS READY: Intravascular Large B-Cell Lymphoma",True,correct,,7,2,6
voyager/nejm_ext,NEJM_Ext,5,Constrictive Pericarditis,"The echocardiogram confirms constrictive pericarditis, and your symptoms—difficulty breathing, fatigue, swelling, and pulsing neck veins—are consistent with this diagnosis. Given your history of heart surgery decades ago, it’s likely that post-surgical scarring led to pericardial constriction over time. DIAGNOSIS READY: Constrictive Pericarditis",True,correct,,11,2,10
voyager/nejm_ext,NEJM_Ext,6,Scleromyxedema,"Your elevated IGF-1 and pituitary macroadenoma confirm acromegaly. The thickened skin, enlarged facial features, stiff hands, and voice changes all align with this condition. DIAGNOSIS READY: Acromegaly due to growth hormone-secreting pituitary macroadenoma",False,knowledge_gap,,9,1,8
voyager/nejm_ext,NEJM_Ext,7,Quadriceps tendon ruptures,"Thank you for your cooperation. Given the severe quadriceps weakness, chronic tendon changes, and your history of immobilization and diabetes, the inability to extend your knees is due to a combination of patellar tendon dysfunction and myopathy. Have you noticed any improvement in strength or mobility with recent activity or therapy, and do you recall if your knee extension was ever fully restored after the brace was removed? DIAGNOSIS READY: Bilateral Patellar Tendon Atrophy with Quadriceps Myopathy secondary to Prolonged Immobilization and Diabetes Mellitus",False,knowledge_gap,,25,5,24
voyager/nejm_ext,NEJM_Ext,8,Reactive perforating collagenosis,"The psychological evaluation is normal, which suggests your anxiety, while present, may not be the primary driver of the behavior. However, the thickened skin and persistent itching, combined with poorly controlled diabetes, point to a cycle of itch-scratch-itch typical of lichen simplex chronicus. Given all findings—chronic localized rash, hyperkeratotic skin, no infection, and diabetes as a contributing factor—topical irritation and habitual rubbing appear to be maintaining the condition. DIAGNOSIS READY: Lichen Simplex Chronicus exacerbated by poorly controlled diabetes mellitus",False,knowledge_gap,,21,5,20
voyager/nejm_ext,NEJM_Ext,9,Chronic eosinophilic pneumonia,"The ACE level is borderline elevated, which can be seen in sarcoidosis, especially with your chronic cough, weight loss, and bilateral upper lobe infiltrates. Have you noticed any dry cough, fatigue, or shortness of breath that worsens without exertion, and do you have a history of enlarged lymph nodes or abnormal blood calcium levels? REQUEST TEST: Serum Calcium and Chest CT Scan DIAGNOSIS READY: Sarcoidosis",False,knowledge_gap,,15,4,14
voyager/nejm_ext,NEJM_Ext,10,Keratoconus,"The MRI shows bilateral globe dystrophy and mild proptosis with reduced orbital fat and thinning bones—findings that align with a connective tissue disorder. Given your joint hypermobility, stable corneal grafts, and these orbital changes, have you ever been evaluated for Ehlers-Danlos syndrome (hypermobility type)? Also, do you have any history of chronic joint pain, frequent dislocations, or skin that stretches easily or scars unusually? DIAGNOSIS READY: Ehlers-Danlos Syndrome (Hypermobility Type) with Secondary Orbital and Ocular Surface Complications",False,anchor_bias,,13,2,12
voyager/nejm_ext,NEJM_Ext,11,Cold agglutinin syndrome,"The lab results confirm complement-mediated autoimmune hemolytic anemia with a recent history of sore throat, and your symptoms of jaundice and dark urine point to ongoing hemolysis. Given the strong association between cold agglutinin disease and recent respiratory infections, and considering the positive C3d on direct antiglobulin test, the most likely trigger is Mycoplasma pneumoniae or a viral infection like Epstein-Barr. DIAGNOSIS READY: Cold Agglutinin Disease secondary to recent Mycoplasma pneumoniae infection",True,correct,test_repetition,39,16,38
voyager/nejm_ext,NEJM_Ext,12,Schistosoma hematobium,"The CT scan suggests possible eosinophilic nephritis, and your elevated eosinophils support this. Have you started any new medications, herbal supplements, or over-the-counter drugs recently, even if you stopped them? DIAGNOSIS READY: Eosinophilic interstitial nephritis",False,over_testing,,17,6,16
voyager/nejm_ext,NEJM_Ext,13,Laryngeal candidiasis,"The fungal culture confirms *Aspergillus fumigatus*, and imaging shows localized invasive disease in the larynx without systemic spread. Given the absence of classic immunosuppression, this appears to be a rare case of localized invasive aspergillosis in an immunocompetent host. DIAGNOSIS READY: Localized Invasive Laryngeal Aspergillosis caused by *Aspergillus fumigatus*",False,over_testing,,19,8,18
voyager/nejm_ext,NEJM_Ext,14,Herpes vegetans,"You have positive antibodies for both HSV-1 and HSV-2, which indicates past exposure to herpes simplex virus. Given the recurring clustered sores and their pattern, this strongly suggests genital herpes. DIAGNOSIS READY: Recurrent Genital Herpes (likely HSV-2 reactivation)",False,knowledge_gap,,5,1,4
voyager/nejm_ext,NEJM_Ext,15,Cryoglobulinemic vasculitis,"The persistently low C4 level, along with your painful rash, purplish discoloration, and livedo-like skin changes, strongly suggests cryoglobulinemia. Have you noticed any worsening of your symptoms in cold environments, or episodes of numbness and tingling in your fingers or toes? REQUEST TEST: Cryoglobulin Panel, Skin Biopsy with Immunofluorescence DIAGNOSIS READY: Cryoglobulinemic Vasculitis, likely secondary to Hepatitis C infection",True,correct,,15,5,14
voyager/nejm_ext,NEJM_Ext,16,Posterior reversible encephalopathy syndrome,"The clinical picture of elevated blood pressure, confusion, seizures, blurred vision, and drowsiness—especially with concern for posterior reversible encephalopathy syndrome (PRES) on imaging—points strongly to a diagnosis. Given the classic triad of hypertension, encephalopathy, and neuroimaging findings, I can now conclude. DIAGNOSIS READY: Posterior Reversible Encephalopathy Syndrome (PRES)",True,correct,test_repetition,39,18,38
voyager/nejm_ext,NEJM_Ext,17,Miliaria crystallina,"The presence of myoglobin in your urine confirms muscle breakdown, and given your ICU stay, mechanical ventilation, elevated CK, and blistering rash, this points to a serious condition. Have you been receiving high-dose steroids or neuromuscular blocking agents during your ICU stay? DIAGNOSIS READY: Critical Illness Myopathy with Necrotizing Skin Manifestations",False,low_yield_testing,,17,6,16
voyager/nejm_ext,NEJM_Ext,18,Eosinophilic fasciitis,"The lymphoscintigraphy is normal, which rules out lymphatic obstruction. Given the persistent ""orange peel"" appearance and dimpling with arm elevation, despite all tests being normal, have you noticed any history of repetitive mechanical stress, frequent pressure on the arms or legs, or use of any topical agents or steroids that might alter skin texture? Also, does the skin tightening follow a symmetrical pattern and is it limited to the extremities? DIAGNOSIS READY: Eosinophilic Fasciitis",True,correct,,27,12,26
voyager/nejm_ext,NEJM_Ext,19,Gardening,"The MRI results show inflammation along the tendons but no abscess or bone involvement—this supports an atypical mycobacterial infection. Given your exposure to aquarium water and the cut on your finger, this is highly consistent with Mycobacterium marinum. Have you noticed any nodules or sores developing along the lymphatic path from the original wound? DIAGNOSIS READY: Mycobacterium marinum infection (Aquarium Granuloma)",False,anchor_bias,late_correct_mention,17,5,16
voyager/nejm_ext,NEJM_Ext,20,Assault,"The pain is impacting function despite rest and anti-inflammatories, which is common in persistent tendinopathy. Have you noticed any weakness when bending your elbow or supinating your forearm (turning palm up), compared to your other arm? DIAGNOSIS READY: Distal Biceps Tendinopathy due to overuse from repetitive forearm rotation and lifting",False,knowledge_gap,,19,4,18
voyager/nejm_ext,NEJM_Ext,21,Desquamative interstitial pneumonia,"Your smoking history and exposure to urban air pollution are significant. Given the pigment-laden macrophages in the alveoli, progressive shortness of breath, and imaging showing ground-glass opacities with a restrictive lung pattern, we need to consider inhaled particulate-related lung disease. Have you ever noticed your sputum to be black or dark in color, especially after days of heavy pollution exposure? REQUEST TEST: Sputum Cytology (for carbon-laden macrophages) DIAGNOSIS READY: Diffuse Pulmonary Neuroendocrine Cell Hyperplasia (DIP) – likely smoking-related interstitial lung disease with histologic findings of pigment-laden macrophages and clinical-radiologic correlation.",False,over_testing,,17,6,16
voyager/nejm_ext,NEJM_Ext,22,Cecal volvulus,"The digital exam confirms fecal impaction, and your medication amlodipine can contribute to this. Are you currently experiencing any rectal bleeding, or have you noticed blood after trying to pass stool? Also, do you feel the urge to defecate frequently despite being unable to empty your bowels? DIAGNOSIS READY: Fecal impaction secondary to chronic constipation, exacerbated by amlodipine use, chronic kidney disease, low fluid intake, and reduced dietary fiber.",False,anchor_bias,,27,7,26
voyager/nejm_ext,NEJM_Ext,23,Palmar erythema of pregnancy,"That’s good to hear—your overall well-being and stable symptoms support a benign cause. Since you're in your second trimester and have isolated palmar erythema with normal liver function and no systemic symptoms, this is most likely a physiological change of pregnancy. DIAGNOSIS READY: Palmar erythema of pregnancy",True,correct,,9,1,8
voyager/nejm_ext,NEJM_Ext,24,Neonatal herpes simplex virus,"Thank you for sharing that. The mouth ulcers, hair loss, morning stiffness, leg swelling, along with your rash, pancreatitis, and positive autoimmune markers, all point toward systemic involvement. Have you noticed any fever, fatigue, or sensitivity to sunlight—especially a rash on your face after being in the sun? DIAGNOSIS READY: Systemic Lupus Erythematosus (SLE) with lupus-induced pancreatitis and mucocutaneous manifestations",False,over_testing,,19,6,18
voyager/nejm_ext,NEJM_Ext,25,Slipped capital femoral epiphysis,"The ongoing pain despite rest, combined with high activity in soccer and morning stiffness, raises concern for a stress-related bone issue. REQUEST TEST: MRI Hip DIAGNOSIS READY: Femoral Neck Stress Reaction (early-stage stress fracture)",False,anchor_bias,,21,3,20
voyager/nejm_ext,NEJM_Ext,26,Malignant acanthosis nigricans,"You have been diagnosed with Autoimmune Polyglandular Syndrome Type 3a, which includes Hashimoto’s thyroiditis, pernicious anemia, and autoimmune gastritis—all contributing to your fatigue, weight loss, and metabolic issues. We will start treatment for your thyroid and B12 deficiency right away. DIAGNOSIS READY: Autoimmune Polyglandular Syndrome Type 3a (APS-3a)",False,over_testing,,19,8,18
voyager/nejm_ext,NEJM_Ext,27,Erdheim–Chester disease,"No systemic symptoms or elevated inflammatory markers—this supports a non-infectious, non-inflammatory process. Given the benign biopsy and lack of metabolic activity on PET, could this be a slow-growing fibrous tumor? DIAGNOSIS READY: Benign retroperitoneal fibroma",False,knowledge_gap,,9,3,8
voyager/nejm_ext,NEJM_Ext,28,Encapsulating peritoneal sclerosis,"The CT scan is normal, which is reassuring—no signs of mass or structural abnormality. Given your long-term peritoneal dialysis and episodic, painless bloody dialysate without infection, trauma, or gynecologic source, this appears consistent with encapsulating peritoneal sclerosis (EPS) or more likely, **hemorrhagic peritoneal dialysis effluent due to benign peritoneal angiopathy**—a known complication of prolonged dialysis. DIAGNOSIS READY: Benign Peritoneal Angiopathy (also known as Ultrafiltration Failure with Painless Hemorrhagic Effluent)",False,anchor_bias,late_correct_mention,15,3,14
voyager/nejm_ext,NEJM_Ext,29,Pseudothrombocytosis due to red cell fragments,"Your symptoms and test results point to ongoing confusion due to systemic inflammation and mild cerebral edema following your severe burn injury. With no signs of infection, hemolysis, or seizures, and stable metabolic and liver function, the most likely explanation is post-injury inflammatory encephalopathy. DIAGNOSIS READY: Post-burn inflammatory encephalopathy with pseudothrombocytopenia",False,low_yield_testing,,27,12,26
voyager/nejm_ext,NEJM_Ext,30,Bilirubin,"The liver tests and CT scan confirm biliary obstruction due to a mass at the porta hepatis, likely related to metastatic disease. Given your history of lung cancer and these findings, the most probable cause is tumor spread to the liver or nearby lymph nodes compressing the bile duct. Have you noticed yellowing of your skin or eyes, or any worsening fatigue or itching lately? REQUEST TEST: MRI Cholangiopancreatography (MRCP) to better visualize the biliary anatomy. DIAGNOSIS READY: Malignant biliary obstruction secondary to metastatic lung cancer with cholestatic liver enzyme pattern and chylous-like pleural effusion likely due to lymphatic disruption.",False,knowledge_gap,,9,2,8
voyager/nejm_ext,NEJM_Ext,31,Odontogenic cutaneous fistula,"The sialogram is normal, which rules out major salivary gland obstruction or fistula. Given the persistent swelling, intermittent bloody discharge, and history of dental trauma with discoloration—despite normal imaging and tests—has the affected area ever been biopsied? Also, is there any history of skin lesions or cysts elsewhere on your body? DIAGNOSIS READY: Odontogenic keratocyst (OKC) with secondary infection or ameloblastoma – recommended biopsy for definitive diagnosis.",False,anchor_bias,,21,8,20
voyager/nejm_ext,NEJM_Ext,32,Cystic echinococcosis,"The CBC results are normal, which rules out infection or anemia as contributors. You mentioned your dad has severe headaches—this family history is notable. Given your photophobia, nausea, and headaches lasting a few hours with poor response to ibuprofen, I’m considering migraine variants. Do you ever notice a strange smell, visual disturbance, or tingling sensation right before the headache starts—something that warns it’s about to begin? DIAGNOSIS READY: Migraine without aura",False,anchor_bias,,21,5,20
voyager/nejm_ext,NEJM_Ext,33,Atopic eruption of pregnancy,"The pustules are sterile, clustered around hair follicles, and persist despite negative ANA and normal systemic workup—have you noticed any improvement with cold compresses or avoiding heat, and do the lesions ever crust or bleed when scratched? Also, given the chronicity and follicular distribution, are you currently on any antibiotics or have you tried isotretinoin or dapsone? REQUEST TEST: Skin culture for bacteria (including Staphylococcus species) DIAGNOSIS READY: Folliculitis decalvans",False,anchor_bias,,21,5,20
voyager/nejm_ext,NEJM_Ext,34,Colocolonic intussusception,"The move might be playing a role—sometimes changes in routine can affect digestion. Has the pain changed at all since moving, or is it happening at the same time each day? DIAGNOSIS READY: Functional Abdominal Pain (likely related to stress from recent life change)",False,knowledge_gap,,19,3,18
voyager/nejm_ext,NEJM_Ext,35,Condylomata lata,"The flattening with stretching and the ""velcro-like"" sensation are key clues. This, combined with the moist, spreading bumps in skin folds and improvement with dryness, makes me suspect a benign condition called *condyloma lata*—but those are typically seen in secondary syphilis, which your panel ruled out. Given all results are normal, I’m now considering *genital lichen planus* or *mucous membrane pemphidoid*, but the presentation is atypical. Have you noticed any involvement of the mouth, eyes, or other mucous membranes, like itching or sores there? REQUEST TEST: Direct Immunofluorescence of Perilesional Skin DIAGNOSIS READY: Lichen Planus, Hypertrophic Genital Type",False,knowledge_gap,,17,3,16
voyager/nejm_ext,NEJM_Ext,36,Somatotropic pituitary adenoma,"You’ve described progressive changes in your hands, feet, and facial structure, and the test confirms your body is still producing excess growth hormone despite high blood sugar—this doesn’t happen in healthy individuals. Given your symptoms and the lack of GH suppression on the OGTT, along with the pituitary tumor compressing the optic chiasm, the most likely diagnosis is clear. DIAGNOSIS READY: Acromegaly due to growth hormone-secreting pituitary macroadenoma",True,correct,,13,3,12
voyager/nejm_ext,NEJM_Ext,37,Leptospirosis,"The positive Leptospira PCR and serology, along with your exposure to contaminated water, liver and kidney involvement, and muscle pain, strongly suggest leptospirosis. Have you noticed any redness in your eyes or decreased urine output recently? DIAGNOSIS READY: Leptospirosis",True,correct,,13,4,12
voyager/nejm_ext,NEJM_Ext,38,Serpentine supravenous hyperpigmentation,"The 24-hour urine shows elevated iodine clearance, which strongly suggests iodine exposure. Given that your rash follows prior IV sites and is hyperpigmented, this points to iododerma—a rare skin reaction to excess iodine. Have you recently received radiographic contrast, antiseptics like povidone-iodine, or medications containing high levels of iodine? DIAGNOSIS READY: Iododerma due to chronic iodine exposure",False,anchor_bias,,15,6,14
voyager/nejm_ext,NEJM_Ext,39,Drug-Eluting Bead Embolism,"The MRI is normal, which rules out deep infection or nerve compression, but doesn't exclude viral nerve involvement. Since you had a steroid shot, which can reactivate viruses, and given the burning pain followed by blisters in a band-like pattern, I suspect herpes zoster (shingles) despite the normal tests. Have you noticed any improvement or worsening after the steroid injection? Also, are there any scabs forming now? DIAGNOSIS READY: Herpes Zoster (Shingles) with Postherpetic Neuralgia Risk",False,anchor_bias,,13,3,12
